21;Féminin;Féminin;;Blanc-Caucasien;;Université du Québec à Trois-Rivières;;Premier cycle (Baccalauréat, Certificat);Temps plein;Sciences humaines/sociales;;Complètement à distance (en ligne);6-10 heures;Célibataire;Non;;Non;;;Oui;J'ai de la difficulté à bien préparer mes examens., J'ai de la difficulté à rester concentré pendant une période assez longue (au moins 1 heure) pendant mes périodes d'études., J'ai tendance à procrastiner (remettre à plus tard ce que je dois faire).;3;4;4;2;2;2;3;2;1;2;2;4;4;3;2;4;1;3;4;3;2;4;4;2;3;3;3;4;2;3;4;4;5;5;4;4;5;2;2;4;5;3;4;3;3;2;2;3;4;2;3;4;3;6;6;2;6;7;4;4;8;8;3;5;5;6;8;1;6;8;8;6;8;6;6;6;6;3;8;5;5;5;3;3;3;Très souvent;Un peu seulement;Oui, mais ce n’est pas trop grave;Autant que par le passé;De temps en temps mais pas trop souvent;La plupart du temps;Pas souvent;Très souvent;Parfois;Il se peut que je n’y fasse pas autant attention;Assez;Bien moins qu’avant;Pas très souvent;Souvent;Je dois m’assurer d’être dans un environnement adequat à la maison pour suivre mon cours. Il ne doit pas y avoir de bruits et je dois rester dans ma chambre. Avant, je ne m’en faisait pas avec ce qu’avait l’air mon chez moi, mais là je dois y penser pour que le tout soit présentable lors des cours en lignes et que je sois dans un environnement propice aux apprentissages. ;5;3;3;4;5;5;Mon niveau de procrastination s'est empiré quelque peu, je m'y prends plus à la dernière minute.
22;Féminin;Féminin;;Blanc-Caucasien;;Université de Montréal;;Premier cycle (Baccalauréat, Certificat);Temps plein;Sciences humaines/sociales;;Complètement à distance (en ligne);6-10 heures;Conjoint de fait;Non;;Oui;TDA/H;;Oui;J'ai de la difficulté à gérer mon temps., J'ai de la difficulté à bien préparer mes examens., J'ai de la difficulté à rester concentré pendant une période assez longue (au moins 1 heure) pendant mes périodes d'études., J'ai de la difficulté à prendre de bonnes notes de cours., J'ai tendance à procrastiner (remettre à plus tard ce que je dois faire).;5;5;4;5;4;5;5;5;4;2;3;4;3;2;3;3;3;1;3;1;1;1;2;1;2;1;1;1;1;1;1;3;3;4;3;4;3;2;2;4;4;3;4;3;3;2;2;2;4;2;3;4;3;2;0;7;5;5;7;6;3;8;3;0;8;4;5;6;1;0;5;2;0;8;7;0;6;4;6;6;2;2;3;4;1;La plupart du temps;Tout à fait autant;Oui, mais ce n’est pas trop grave;Autant que par le passé;Assez souvent;La plupart du temps;Pas souvent;Parfois;Jamais;Je n’y accorde pas autant d’attention que je le devrais;Oui, beaucoup;Plutôt moins qu’avant;Assez souvent;Souvent;Un énorme manque de motivation, l'envie d'étudier n'est plus présente, j'ai l'impression de ne rien apprendre, je me sens fatiguée et épuisée, limite blasée par toutes ces heures devant un écran;5;4;5;1;1;4;Mon niveau de procrastination s'est empiré beaucoup, je m'y prends beaucoup plus à la dernière minute.
20;Féminin;Féminin;;Blanc-Caucasien;;Université du Québec à Trois-Rivières;;Premier cycle (Baccalauréat, Certificat);Temps plein;Sciences humaines/sociales;;Complètement à distance (en ligne);11-15 heures;Célibataire;Non;;Non;;;Oui;J'ai de la difficulté à bien préparer mes examens., J'ai de la difficulté à rester concentré pendant une période assez longue (au moins 1 heure) pendant mes périodes d'études., J'ai tendance à procrastiner (remettre à plus tard ce que je dois faire).;3;4;4;4;3;4;4;4;3;2;1;5;4;5;3;4;3;4;3;4;3;4;2;2;4;4;3;4;3;2;2;4;5;5;4;5;4;4;4;5;4;5;5;3;3;3;2;3;4;3;3;4;4;5;3;5;6;3;1;7;2;2;7;4;5;3;6;0;5;3;3;6;3;4;5;3;1;7;2;1;5;4;5;5;4;De temps en temps;Pas tout à fait autant;Oui, mais ce n’est pas trop grave;Autant que par le passé;Assez souvent;La plupart du temps;Habituellement;Très souvent;Parfois;Il se peut que je n’y fasse pas autant attention;Pas beaucoup;Plutôt moins qu’avant;Pas très souvent;Souvent;Un manque de motivation et de focus envers les cours un peu moins passionnant pour moi. Je dois donc doubler d’effort pour intégrer la matière.;5;4;4;4;3;4;Mon niveau de procrastination s'est empiré quelque peu, je m'y prends plus à la dernière minute.
21;Féminin;Féminin;;Blanc-Caucasien;;Université du Québec à Trois-Rivières;;Premier cycle (Baccalauréat, Certificat);Temps plein;Sciences humaines/sociales;;Complètement à distance (en ligne);16-20 heures;Célibataire;Non;;Non;;;Non;;1;2;2;4;2;3;2;2;2;1;4;5;5;4;4;5;5;5;4;1;4;3;2;1;3;2;2;2;4;4;5;3;4;6;6;6;5;3;6;5;5;6;6;4;3;4;4;3;4;4;4;4;4;6;4;0;8;5;2;8;7;0;5;4;0;8;8;0;6;7;0;8;6;1;8;4;1;8;2;0;6;7;7;7;7;La plupart du temps;Tout à fait autant;Pas du tout;Autant que par le passé;Seulement à l’occasion;La plupart du temps;Pas souvent;Pas du tout;Jamais;Je n’y accorde pas autant d’attention que je le devrais;Jamais;Plutôt moins qu’avant;Jamais;Parfois;Je suis beaucoup plus à la maison, donc moins de vie sociale. Je trouve ça plus difficile de ne voir personne et je m’ennuie de la vie universitaire (voir des gens, jaser, aller en classe, avoir un professeur qui parle en-avant). J’avais beaucoup de difficulté à dormir le soir en début de session (insomnie), puisque ça devenait difficile pour moi de dissocier école et temps de relaxation personnel étant donné que j’étais toujours dans ma maison, dans mon bureau et que je ne changeais pas de milieu pour étudier. C’était difficile pour moi de décrocher. J’ai arrêté le café caféiné pour tenter de mieux dormir. En revanche, puisque les examens sont en ligne et qu’on a souvent le droit à nos notes de cours, je suis beaucoup moins stressée pour les examens, j'étudie moins et j’obtiens autant de bonnes notes, si ce n’est pas meilleur. Enfin, je suis plus productive, car, dès que je finis un cours, je reste souvent plonger dans mes études/devoir, car je n’ai pas de route à faire pour retourner chez moi.;1;4;1;5;5;5;Mon niveau de procrastination a diminué (je m'y prends plus à l'avance pour réaliser mes tâches)
26;Masculin;Masculin;;Blanc-Caucasien;;Université du Québec en Outaouais;;Deuxième cycle (Maîtrise ou DESS);Temps plein;Sciences humaines/sociales;;Complètement à distance (en ligne);26 heures et plus;Célibataire;Non;;Non;;;Oui;J'ai de la difficulté à concilier la famille et les études., J'ai de la difficulté à gérer mon temps., J'ai de la difficulté à rester concentré pendant une période assez longue (au moins 1 heure) pendant mes périodes d'études., J'ai tendance à procrastiner (remettre à plus tard ce que je dois faire).;5;5;5;5;5;5;5;5;5;2;4;5;5;5;4;4;4;4;5;5;5;5;5;5;5;5;5;5;4;4;5;3;3;6;6;4;4;4;4;5;4;3;5;4;4;3;3;3;3;4;4;4;4;4;0;7;3;8;5;5;8;6;4;1;7;6;6;3;5;8;6;4;2;5;5;3;5;3;6;6;3;3;2;6;1;Très souvent;Pas tout à fait autant;Pas du tout;Pas tout à fait autant maintenant;Assez souvent;Parfois;Pas souvent;Très souvent;Parfois;Il se peut que je n’y fasse pas autant attention;Assez;Plutôt moins qu’avant;Pas très souvent;Parfois;"Motivation moins présente
Plus difficile de trouver la discipline de faire mes travaux
Plus ardu de maintenir mon attention pendant un cours en ligne
Impression que la qualité d'enseignement offerte est plus faible que par un cours en présentiel";5;4;3;2;1;1;Mon niveau de procrastination s'est empiré beaucoup, je m'y prends beaucoup plus à la dernière minute.
26;Féminin;Féminin;;Blanc-Caucasien;;Université du Québec à Trois-Rivières;;Troisième cycle (Doctorat);Temps plein;Sciences humaines/sociales;;Complètement à distance (en ligne);16-20 heures;Conjoint de fait;Non;;Non;;;Oui;J'ai tendance à procrastiner (remettre à plus tard ce que je dois faire).;1;3;3;4;4;5;4;5;2;1;1;5;4;5;5;5;4;5;5;5;4;3;4;3;4;3;4;5;3;2;2;4;5;5;5;4;4;3;3;4;5;5;5;4;3;3;3;4;4;3;4;4;3;6;4;1;7;6;2;7;6;5;5;4;6;7;7;1;7;7;5;6;2;3;8;0;2;6;2;3;5;4;5;6;3;De temps en temps;Pas tout à fait autant;Pas du tout;Autant que par le passé;Assez souvent;La plupart du temps;Habituellement;Parfois;Jamais;Il se peut que je n’y fasse pas autant attention;Jamais;Plutôt moins qu’avant;Jamais;Souvent;"Diminution de la motivation car nous ne faisons plus de social avant et après les cours et durant les pauses
- Difficulté à maintenir une routine saine (cela est toutefois davantage attribuable au fait que je fais du télétravail et que je n'ai aucune rencontre en présentiel, ce n'est pas seulement relié au changement de mode d'enseignement)
- Augmentation de la sédentarité (plus à marcher pour aller à mes cours; toutefois, aussi attribuable au fait de faire du télétravail de façon plus générale)
- Augmentation des distractions lors des cours et tendance à moins écouter ceux-ci (possibilité de faire du lavage et d'autres choses distrayantes)
- Augmentation des temps libres (étant donné que je n'ai pas à me déplacer)";4;2;1;3;2;2;Mon niveau de procrastination est demeuré le même que lors des enseignements en présentiel.
24;Féminin;Féminin;;Blanc-Caucasien;;Université du Québec à Trois-Rivières;;Troisième cycle (Doctorat);Temps plein;Sciences humaines/sociales;;Complètement à distance (en ligne);Je n'ai pas d'emploi;Célibataire;Non;;Non;;;Oui;J'ai de la difficulté à gérer mon temps.;2;3;2;3;2;3;2;2;3;2;2;5;4;5;5;4;5;5;3;4;3;2;3;3;3;4;3;4;4;2;4;4;3;5;5;5;3;3;3;5;5;6;5;4;3;4;3;4;4;2;2;3;3;6;5;6;8;6;0;8;7;2;6;5;7;7;5;0;8;7;2;6;6;2;8;3;2;7;6;3;6;4;6;6;6;Très souvent;Un peu seulement;Oui, mais ce n’est pas trop grave;Pas tout à fait autant maintenant;Très souvent;Parfois;Pas souvent;Très souvent;Parfois;Il se peut que je n’y fasse pas autant attention;Assez;Bien moins qu’avant;Pas très souvent;Parfois;L'isolement, je viens d'emménager dans une nouvelle ville pour mes études et je ne connais personne. ;4;3;3;2;2;2;Mon niveau de procrastination est demeuré le même que lors des enseignements en présentiel.
25;Féminin;Féminin;;Blanc-Caucasien;;Université du Québec à Trois-Rivières;;Deuxième cycle (Maîtrise ou DESS);Temps plein;Sciences santés;;Complètement à distance (en ligne);0-5 heures;Célibataire;Non;;Oui;TDA/H;;Oui;J'ai de la difficulté à gérer mon temps., J'ai de la difficulté à rester concentré pendant une période assez longue (au moins 1 heure) pendant mes périodes d'études., J'ai tendance à procrastiner (remettre à plus tard ce que je dois faire).;2;3;4;4;4;5;2;2;2;1;2;5;5;5;5;5;5;5;5;5;5;4;5;3;4;4;2;3;4;5;5;5;4;3;2;2;4;2;3;5;5;5;5;3;3;2;3;4;4;3;4;4;4;6;4;5;7;3;2;8;3;0;7;6;6;7;3;0;7;5;0;7;5;3;8;1;0;6;4;1;5;5;6;7;7;De temps en temps;Un peu seulement;Un peu, mais cela ne m’inquiète pas;Autant que par le passé;Très souvent;La plupart du temps;Habituellement;Parfois;Jamais;J’y prête autant d’attention que par le passé;Pas beaucoup;Plutôt moins qu’avant;Pas très souvent;Souvent;Pour la principale difficulté est de séparer mes études de ma vie personnelle. Avant je passais beaucoup de temps à étudier à l’école et je quand je revenais chez moi je pouvais relaxer. Il y a aussi l’aspect social qui est perdu et qui me rend triste. ;5;4;3;1;1;1;Mon niveau de procrastination s'est empiré quelque peu, je m'y prends plus à la dernière minute.
22;Féminin;Féminin;;Blanc-Caucasien;;Université du Québec à Trois-Rivières;;Premier cycle (Baccalauréat, Certificat);Temps plein;Sciences gestion/administratives;;Complètement à distance (en ligne);11-15 heures;Célibataire;Non;;Oui;TDA/H;;Oui;J'ai de la difficulté à gérer mon temps., J'ai de la difficulté à bien préparer mes examens., J'ai de la difficulté à rester concentré pendant une période assez longue (au moins 1 heure) pendant mes périodes d'études., J'ai tendance à procrastiner (remettre à plus tard ce que je dois faire).;4;4;5;4;3;5;5;2;3;2;2;4;4;4;3;2;2;3;5;3;4;2;2;1;3;1;2;1;1;1;3;4;3;5;4;4;3;2;1;3;3;4;4;3;3;2;4;4;3;2;3;2;3;5;3;2;5;7;5;8;0;4;5;1;5;7;2;3;8;3;5;5;3;6;6;3;3;7;1;1;3;3;3;3;3;La plupart du temps;Pas tout à fait autant;Oui, mais ce n’est pas trop grave;Autant que par le passé;Très souvent;La plupart du temps;Habituellement;Presque toujours;Parfois;Je n’y accorde pas autant d’attention que je le devrais;Pas beaucoup;Bien moins qu’avant;Pas très souvent;Souvent;Pas de vie sociale, de vie étudiante, beaucoup moins de concentration, l'impression de somnoler toute la journée vu qu'on bouge moins;5;5;4;2;3;4;Mon niveau de procrastination s'est empiré quelque peu, je m'y prends plus à la dernière minute.
20;Féminin;Féminin;;Blanc-Caucasien;;Université du Québec à Trois-Rivières;;Premier cycle (Baccalauréat, Certificat);Temps plein;Sciences humaines/sociales;;Complètement à distance (en ligne);16-20 heures;Célibataire;Non;;Non;;;Oui;J'ai de la difficulté à gérer mon temps., J'ai de la difficulté à bien préparer mes examens., J'ai de la difficulté à rester concentré pendant une période assez longue (au moins 1 heure) pendant mes périodes d'études., J'ai de la difficulté à m'adapter au retour aux études., J'ai tendance à procrastiner (remettre à plus tard ce que je dois faire).;2;4;5;5;5;3;3;5;3;1;1;5;5;5;4;4;5;3;5;5;4;5;5;5;4;4;3;3;4;3;3;2;2;3;2;3;4;2;4;3;3;5;4;3;1;2;2;1;3;2;2;1;3;4;2;5;8;5;2;7;7;2;4;5;3;7;8;2;8;7;1;5;1;5;7;4;2;7;4;2;2;4;3;2;2;Très souvent;Tout à fait autant;Pas du tout;Autant que par le passé;Assez souvent;Parfois;Pas souvent;Pas du tout;Parfois;Je n’y accorde pas autant d’attention que je le devrais;Jamais;Bien moins qu’avant;Assez souvent;Souvent;Le principal changement est ma vie sociale. J’en suis à ma première session d’université et il est difficile de se faire des amis dans le programme alors que tout est en ligne. ;1;3;2;2;1;4;Mon niveau de procrastination s'est empiré quelque peu, je m'y prends plus à la dernière minute.
