1. Quel ƒge avez-vous?;2. Quel est votre sexe … la naissance?;3. · quel genre vous identifiez-vous?;3a.  Pr‚cisez si vous avez choisi ® autre ¯;4. Quel est votre origine ethnique?;4a. Pr‚cisez si vous avez choisi ® autre ¯;5. Dans quel ‚tablissement ‚tudiez-vous?;5a. Pr‚cisez votre C‚gep ;6. Quel est votre cycle d'‚tudes?;7. Quel r‚gime d'‚tude suivez-vous ?  Pour cette question, nous consid‚rons qu?un ‚tudiant inscrit … 12 douze cr‚dits et plus est consid‚r‚ … temps plein. Autrement, cet ‚tudiant est consid‚r‚ … temps partiel. ;8. Dans quel programme ˆtes-vous?;8.a Pr‚cisez votre programme si vous avez choisi ® autre ¯;9. En ce moment, vous suivez vos cours :;10. Si vous avez un emploi ‚tudiant, combien d'heures par semaine travaillez-vous? ;11. Quelle est votre situation maritale actuelle? ;12. Avez-vous des enfants … votre charge ?;13. Si oui, combien ? ;14. Avez-vous re‡u un diagnostic pour un trouble d'apprentissage?;15. Si oui, lequel(s)?;15autre :  Pr‚cisez si vous avez choisi ® autre ¯;16. prouvez-vous actuellement ou anticipez-vous des difficult‚s li‚es … vos strat‚gies d'‚tudes?;16a. Si vous avez re?pondu oui, veuillez indiquer le type de difficulte? rencontre?e ou anticipe?e en lien avec vos strate?gies d'e?tudes. Vous pouvez s‚lectionner plus d?une r‚ponse.  ;1. Je reporte les d‚cisions jusqu?… ce qu?il soit trop tard.;2. Mˆme aprŠs avoir pris une d‚cision, je repousse le moment o— je vais l?appliquer.;3. Je perds beaucoup de temps sur des futilit‚s avant d?arriver aux d‚cisions finales.;4. · l?approche d?une ‚ch‚ance importante, je perds souvent du temps en faisant d?autres choses.;5. Je me rends compte que mˆme les travaux qui n?exigent quasiment rien d?autre que de s?asseoir et de les faire sont rarement effectu‚s avant plusieurs jours.;6. Je me retrouve souvent … effectuer des tƒches que j?avais eu l?intention de faire plusieurs jours auparavant.;7. Je me dis sans cesse ® je le ferai demain ¯.;8. Je remets g‚n‚ralement … plus tard le d‚but d?un travail que je dois faire.;9. Je me retrouve souvent … manquer de temps.;10. Je n?arrive pas … faire les choses … temps.;11. Je ne suis pas trŠs bon(ne) pour respecter les d‚lais.;1. J'essaie de toujours bien r‚ussir toutes les choses que j'entreprends.;2. Je continue … m'appliquer tant que je ne sens pas que c'est correct.;3. J'aime que les choses que je fais soient parfaites.;4. Peu importe si les autres considŠrent que j'ai r‚ussi, en derniŠre analyse, ce sont mes propres critŠres de r‚ussite qui sont importants.;5. Je ne peux rester longtemps sans me fixer des objectifs ‚lev‚s … atteindre.;6. Mˆme si j'aime la comp‚tition, c'est d'abord avec mes propres id‚aux que je comp‚titionne.;7. Peu importe comment les autres r‚ussissent, j'ai besoin que les choses soient parfaites selon mes critŠres … moi.;8. Pour ˆtre entiŠrement satisfait(e) de moi, j'ai parfois l'impression que j'aurais besoin d'une garantie que ce que j'ai fait ne peut pas ˆtre mieux.;9. Mes tendances perfectionnistes m'amŠnent … douter de mes performances.;10. Je me sens inconfortable tant que les choses ne sont pas parfaites.;11. Tant que je n'ai pas de preuve que c'est parfait, j'ai tendance … croire que c'est mauvais.;12. Mˆme lorsque j'‚choue partiellement, j'ai tendance … m'en vouloir autant que si j'avais tout rat‚.;13. J'ai tendance … conclure facilement que tout est mal dŠs que ce n'est pas parfait.;14. J'ai souvent l'impression que les choses ne sont pas faites correctement et ‡a me d‚range.;15. Je me sens en confiance seulement quand j'ai l'impression que tout est parfait.;16. Si une imperfection m'a ‚chapp‚, tout devient gƒch‚ par celle-ci.;17. Peu importe combien j'en fais, ce n'est jamais assez pour moi.;18. Si je r‚duis mes critŠres personnels, je vais me sentir diminu‚(e).;19. De temps … autre, j'aimerais ˆtre moins perfectionniste mais je crains que je pourrais me laisser aller.;20. Quand j'essaie de viser un peu moins haut, j'ai peur de fournir un rendement de deuxiŠme classe.;1. J?ai ‚t‚ ouvert … observer les pens‚es et les ‚motions d‚sagr‚ables sans interf‚rer avec celles-ci.;2. J?ai essay‚ de faire la paix avec mes pens‚es et mes ‚motions n‚gatives plut“t que de leur r‚sister.;3. J?ai ‚t‚ conscient de mes ‚motions.;4. J?ai ‚t‚ attentif … mes pens‚es et … mes ‚motions … chaque instant.;5. Mˆme lorsque je me suis senti bless‚ ou contrari‚, j?ai essay‚ de garder une perspective plus large.;6. J?ai surmont‚ des moments difficiles en observant ma vie sous un angle plus large.;7. J?ai ‚t‚ capable de laisser les ‚motions n‚gatives aller et venir sans me laisser envahir par elles.;8. Lorsque je me suis senti contrari‚, je suis parvenu … laisser passer ces ‚motions n‚gatives sans m?y accrocher.;9. J?ai ‚t‚ vraiment conscient de ce qui est important pour moi et pour ma vie.;10. Je suis rest‚ focalis‚ sur mes priorit‚s de vie.;11. Mˆme aprŠs avoir ‚chou‚, je n?ai pas cess‚ de travailler en direction de ce qui est important pour moi.;12. Mˆme dans les moments difficiles, je suis parvenu … avancer en direction de ce qui compte pour moi.;1. J'arrive toujours … r‚soudre mes difficult‚s si j'essaie assez fort.;2. Si quelqu'un s'oppose … moi, je peux trouver une fa‡on pour obtenir ce que je veux.;3. C'est facile pour moi de maintenir mon attention sur mes objectifs et accomplir mes buts.;4. J'ai confiance que je peux faire face efficacement aux ‚v‚nements inattendus;5. Grƒce … ma d‚brouillardise, je sais comment faire face aux situations impr‚vues.;6. Je peux r‚soudre la plupart de mes problŠmes si j'investis les efforts n‚cessaires.;7. Je peux rester calme lorsque je suis confront‚s … des difficult‚s car je peux me fier … mes habilet‚s pour faire face aux problŠmes.;8. Lorsque je suis confront‚ … un problŠme je peux habituellement trouver plusieurs solutions.;9. Si je suis ''coinc‚'', je peux habituellement penser … ce que je pourrais faire. ;10. Peu importe ce qui arrive, je suis capable d'y faire face g‚n‚ralement. ;1. J?‚prouve du plaisir dans les tƒches quotidiennes de mes ‚tudes. ;2. Rien dans ma vie ne me fait sentir plus dynamique que mes ‚tudes. ;3. Dans les p‚riodes trŠs exigeantes de mes ‚tudes, je trouve difficile de fournir des efforts suppl‚mentaires.;4. Mˆme quand mes ‚tudes exigent beaucoup d?efforts, je n?abandonne pas avant d?avoir atteint le but vis‚.;5. J?ai de la difficult‚ … arrˆter mon travail scolaire sans avoir complŠtement termin‚ ce que j?ai commenc‚.;6. Je ne trouve pas que mes ‚tudes sont passionnantes. ;7. J?accepte le fait que des ‚tudes comme les miennes impliquent des aspects positifs mais aussi des aspects n‚gatifs.;8. Je n‚glige ma vie sociale … cause de mes ‚tudes. ;9. Les difficult‚s que je rencontre dans mes ‚tudes me d‚couragent souvent de continuer.;10. C?est facile pour moi de toujours d‚couvrir de nouveaux aspects de mon champ d?‚tude qui m?int‚ressent.;11. J?‚prouve plus d?int‚rˆt face … mes ‚tudes que face … toute autre partie de ma vie.;12. J?ai l?impression que mes ‚tudes sont ‚puisantes. ;13. Lorsque je suis d‚bord‚ dans mes ‚tudes, je continue … essayer de faire ce que je peux. ;14. Dans mes ‚tudes, je termine ce que j?ai commenc‚, mˆme si cela doit nuire … ma sant‚ physique.;15. Je peux rarement dire que j?aime ce que j?‚tudie. ;16. Je suis parfaitement … l?aise avec le fait que des ‚tudes comme les miennes puissent impliquer certaines difficult‚s.;17. J?ai tendance … sacrifier mes loisirs … cause de mes ‚tudes.;18. Les obstacles qui surviennent dans la poursuite de mes ‚tudes me donnent souvent envie de laisser tomber.;19. Je suis enthousiaste vis-…-vis de mes ‚tudes.;20. C?est essentiellement par mes ‚tudes que je trouve la force de fonctionner au quotidien.;21. J?ai souvent l?impression que mon corps ne suit pas lorsqu?il est question de faire des tƒches reli‚es … mes ‚tudes.;22. Malgr‚ les difficult‚s que je rencontre, je suis pers‚v‚rant dans mes ‚tudes.;23. J?ai beaucoup de mal … reporter la poursuite d?un travail scolaire que j?ai commenc‚ mˆme lorsqu?il m?arrive de ressentir une fatigue extrˆme.;24. Il est difficile pour moi de m?int‚resser vraiment … ce que j?‚tudie. ;25. Je crois que les avantages … retirer de mes ‚tudes justifient de faire face aux difficult‚s qu?elles impliquent.;26. Je n‚glige ma vie amoureuse … cause de mes ‚tudes. ;27. Les aspects n‚gatifs de mes ‚tudes prennent plus de place dans mon esprit que les avantages que j?en retire.;1. En g‚n‚ral, ma vie acad‚mique correspond de prŠs … mes id‚aux. ;2. Mes conditions de vie scolaire sont excellentes. ;3. Je suis satisfait-e de ma vie acad‚mique. ;4. Jusqu'… maintenant, j'ai obtenu les choses importantes que je voulais dans le monde scolaire. ;5. Si je pouvais recommencer mes ‚tudes, je n'y changerais presque rien. ;1. Je me sens tendu(e);2. Je prends encore plaisir aux choses que j?aimais avant;3. J?‚prouve une sorte de sensation de peur comme si quelque chose d?horrible allait arriver;4. Je peux rire et voir le c“t‚ amusant des choses;5. Des inqui‚tudes me passent par la tˆte;6. Je me sens de bonne humeur;7. Je peux m?asseoir tranquille et me sentir d‚tendu(e);8. J?ai l?impression d?ˆtre au ralenti;9. J?‚prouve une sorte de sensation de peur comme si j?avais des ®papillons¯ dans l?estomac:;10. Je ne m?int‚resse plus … mon apparence;11. J?ai la bougeotte comme si je ne pouvais pas tenir en place;12. J?envisage les choses … venir avec plaisir;13. J?‚prouve des sensations soudaines de panique;14. Je peux prendre plaisir … un bon livre ou … une ‚mission de radio ou de t‚l‚vision;Question ouverte : Pouvez-vous nous e?crire en quelques mots les changements qu?engendre chez vous le changement de mode d?enseignement que l?on vit actuellement ?;1. J'ai l'impression qu'il est plus difficile de me concentrer durant l'int‚gralit‚ de mon cours.;2. Suivre mes cours … distance affecte mon humeur de fa‡on n‚gative.;3. Suivre mes cours … distance me cr‚‚ plus de stress;4. J'ai l'impression de m'appliquer davantage dans mes travaux et ‚tudes depuis que les cours sont … distance.;5. Les cours … distance me permettent d'ˆtre plus efficace.;6. Les cours … distance m'offrent plus d'autonomie.;La prochaine question porte sur des comportements de procrastination. La procrastination est la tendance a? reporter inutilement les ta?ches scolaires au lendemain. Lors de l'enseignement … distance, lequel de ces ‚nonc‚s correspond le plus … votre exp‚rience.
21;F‚minin;F‚minin;;Blanc-Caucasien;;Universit‚ du Qu‚bec … Trois-RiviŠres;;Premier cycle (Baccalaur‚at, Certificat);Temps plein;Sciences humaines/sociales;;ComplŠtement … distance (en ligne);6-10 heures;C‚libataire;Non;;Non;;;Oui;J'ai de la difficult‚ … bien pr‚parer mes examens., J'ai de la difficult‚ … rester concentr‚ pendant une p‚riode assez longue (au moins 1 heure) pendant mes p‚riodes d'‚tudes., J'ai tendance … procrastiner (remettre … plus tard ce que je dois faire).;3;4;4;2;2;2;3;2;1;2;2;4;4;3;2;4;1;3;4;3;2;4;4;2;3;3;3;4;2;3;4;4;5;5;4;4;5;2;2;4;5;3;4;3;3;2;2;3;4;2;3;4;3;6;6;2;6;7;4;4;8;8;3;5;5;6;8;1;6;8;8;6;8;6;6;6;6;3;8;5;5;5;3;3;3;TrŠs souvent;Un peu seulement;Oui, mais ce n?est pas trop grave;Autant que par le pass‚;De temps en temps mais pas trop souvent;La plupart du temps;Pas souvent;TrŠs souvent;Parfois;Il se peut que je n?y fasse pas autant attention;Assez;Bien moins qu?avant;Pas trŠs souvent;Souvent;Je dois m?assurer d?ˆtre dans un environnement adequat … la maison pour suivre mon cours. Il ne doit pas y avoir de bruits et je dois rester dans ma chambre. Avant, je ne m?en faisait pas avec ce qu?avait l?air mon chez moi, mais l… je dois y penser pour que le tout soit pr‚sentable lors des cours en lignes et que je sois dans un environnement propice aux apprentissages. ;5;3;3;4;5;5;Mon niveau de procrastination s'est empir‚ quelque peu, je m'y prends plus … la derniŠre minute.
22;F‚minin;F‚minin;;Blanc-Caucasien;;Universit‚ de Montr‚al;;Premier cycle (Baccalaur‚at, Certificat);Temps plein;Sciences humaines/sociales;;ComplŠtement … distance (en ligne);6-10 heures;Conjoint de fait;Non;;Oui;TDA/H;;Oui;J'ai de la difficult‚ … g‚rer mon temps., J'ai de la difficult‚ … bien pr‚parer mes examens., J'ai de la difficult‚ … rester concentr‚ pendant une p‚riode assez longue (au moins 1 heure) pendant mes p‚riodes d'‚tudes., J'ai de la difficult‚ … prendre de bonnes notes de cours., J'ai tendance … procrastiner (remettre … plus tard ce que je dois faire).;5;5;4;5;4;5;5;5;4;2;3;4;3;2;3;3;3;1;3;1;1;1;2;1;2;1;1;1;1;1;1;3;3;4;3;4;3;2;2;4;4;3;4;3;3;2;2;2;4;2;3;4;3;2;0;7;5;5;7;6;3;8;3;0;8;4;5;6;1;0;5;2;0;8;7;0;6;4;6;6;2;2;3;4;1;La plupart du temps;Tout … fait autant;Oui, mais ce n?est pas trop grave;Autant que par le pass‚;Assez souvent;La plupart du temps;Pas souvent;Parfois;Jamais;Je n?y accorde pas autant d?attention que je le devrais;Oui, beaucoup;Plut“t moins qu?avant;Assez souvent;Souvent;Un ‚norme manque de motivation, l'envie d'‚tudier n'est plus pr‚sente, j'ai l'impression de ne rien apprendre, je me sens fatigu‚e et ‚puis‚e, limite blas‚e par toutes ces heures devant un ‚cran;5;4;5;1;1;4;Mon niveau de procrastination s'est empir‚ beaucoup, je m'y prends beaucoup plus … la derniŠre minute.
20;F‚minin;F‚minin;;Blanc-Caucasien;;Universit‚ du Qu‚bec … Trois-RiviŠres;;Premier cycle (Baccalaur‚at, Certificat);Temps plein;Sciences humaines/sociales;;ComplŠtement … distance (en ligne);11-15 heures;C‚libataire;Non;;Non;;;Oui;J'ai de la difficult‚ … bien pr‚parer mes examens., J'ai de la difficult‚ … rester concentr‚ pendant une p‚riode assez longue (au moins 1 heure) pendant mes p‚riodes d'‚tudes., J'ai tendance … procrastiner (remettre … plus tard ce que je dois faire).;3;4;4;4;3;4;4;4;3;2;1;5;4;5;3;4;3;4;3;4;3;4;2;2;4;4;3;4;3;2;2;4;5;5;4;5;4;4;4;5;4;5;5;3;3;3;2;3;4;3;3;4;4;5;3;5;6;3;1;7;2;2;7;4;5;3;6;0;5;3;3;6;3;4;5;3;1;7;2;1;5;4;5;5;4;De temps en temps;Pas tout … fait autant;Oui, mais ce n?est pas trop grave;Autant que par le pass‚;Assez souvent;La plupart du temps;Habituellement;TrŠs souvent;Parfois;Il se peut que je n?y fasse pas autant attention;Pas beaucoup;Plut“t moins qu?avant;Pas trŠs souvent;Souvent;Un manque de motivation et de focus envers les cours un peu moins passionnant pour moi. Je dois donc doubler d?effort pour int‚grer la matiŠre.;5;4;4;4;3;4;Mon niveau de procrastination s'est empir‚ quelque peu, je m'y prends plus … la derniŠre minute.
21;F‚minin;F‚minin;;Blanc-Caucasien;;Universit‚ du Qu‚bec … Trois-RiviŠres;;Premier cycle (Baccalaur‚at, Certificat);Temps plein;Sciences humaines/sociales;;ComplŠtement … distance (en ligne);16-20 heures;C‚libataire;Non;;Non;;;Non;;1;2;2;4;2;3;2;2;2;1;4;5;5;4;4;5;5;5;4;1;4;3;2;1;3;2;2;2;4;4;5;3;4;6;6;6;5;3;6;5;5;6;6;4;3;4;4;3;4;4;4;4;4;6;4;0;8;5;2;8;7;0;5;4;0;8;8;0;6;7;0;8;6;1;8;4;1;8;2;0;6;7;7;7;7;La plupart du temps;Tout … fait autant;Pas du tout;Autant que par le pass‚;Seulement … l?occasion;La plupart du temps;Pas souvent;Pas du tout;Jamais;Je n?y accorde pas autant d?attention que je le devrais;Jamais;Plut“t moins qu?avant;Jamais;Parfois;Je suis beaucoup plus … la maison, donc moins de vie sociale. Je trouve ‡a plus difficile de ne voir personne et je m?ennuie de la vie universitaire (voir des gens, jaser, aller en classe, avoir un professeur qui parle en-avant). J?avais beaucoup de difficult‚ … dormir le soir en d‚but de session (insomnie), puisque ‡a devenait difficile pour moi de dissocier ‚cole et temps de relaxation personnel ‚tant donn‚ que j?‚tais toujours dans ma maison, dans mon bureau et que je ne changeais pas de milieu pour ‚tudier. C?‚tait difficile pour moi de d‚crocher. J?ai arrˆt‚ le caf‚ caf‚in‚ pour tenter de mieux dormir. En revanche, puisque les examens sont en ligne et qu?on a souvent le droit … nos notes de cours, je suis beaucoup moins stress‚e pour les examens, j'‚tudie moins et j?obtiens autant de bonnes notes, si ce n?est pas meilleur. Enfin, je suis plus productive, car, dŠs que je finis un cours, je reste souvent plonger dans mes ‚tudes/devoir, car je n?ai pas de route … faire pour retourner chez moi.;1;4;1;5;5;5;Mon niveau de procrastination a diminu‚ (je m'y prends plus … l'avance pour r‚aliser mes tƒches)
26;Masculin;Masculin;;Blanc-Caucasien;;Universit‚ du Qu‚bec en Outaouais;;DeuxiŠme cycle (MaŒtrise ou DESS);Temps plein;Sciences humaines/sociales;;ComplŠtement … distance (en ligne);26 heures et plus;C‚libataire;Non;;Non;;;Oui;J'ai de la difficult‚ … concilier la famille et les ‚tudes., J'ai de la difficult‚ … g‚rer mon temps., J'ai de la difficult‚ … rester concentr‚ pendant une p‚riode assez longue (au moins 1 heure) pendant mes p‚riodes d'‚tudes., J'ai tendance … procrastiner (remettre … plus tard ce que je dois faire).;5;5;5;5;5;5;5;5;5;2;4;5;5;5;4;4;4;4;5;5;5;5;5;5;5;5;5;5;4;4;5;3;3;6;6;4;4;4;4;5;4;3;5;4;4;3;3;3;3;4;4;4;4;4;0;7;3;8;5;5;8;6;4;1;7;6;6;3;5;8;6;4;2;5;5;3;5;3;6;6;3;3;2;6;1;TrŠs souvent;Pas tout … fait autant;Pas du tout;Pas tout … fait autant maintenant;Assez souvent;Parfois;Pas souvent;TrŠs souvent;Parfois;Il se peut que je n?y fasse pas autant attention;Assez;Plut“t moins qu?avant;Pas trŠs souvent;Parfois;"Motivation moins pr‚sente
Plus difficile de trouver la discipline de faire mes travaux
Plus ardu de maintenir mon attention pendant un cours en ligne
Impression que la qualit‚ d'enseignement offerte est plus faible que par un cours en pr‚sentiel";5;4;3;2;1;1;Mon niveau de procrastination s'est empir‚ beaucoup, je m'y prends beaucoup plus … la derniŠre minute.
26;F‚minin;F‚minin;;Blanc-Caucasien;;Universit‚ du Qu‚bec … Trois-RiviŠres;;TroisiŠme cycle (Doctorat);Temps plein;Sciences humaines/sociales;;ComplŠtement … distance (en ligne);16-20 heures;Conjoint de fait;Non;;Non;;;Oui;J'ai tendance … procrastiner (remettre … plus tard ce que je dois faire).;1;3;3;4;4;5;4;5;2;1;1;5;4;5;5;5;4;5;5;5;4;3;4;3;4;3;4;5;3;2;2;4;5;5;5;4;4;3;3;4;5;5;5;4;3;3;3;4;4;3;4;4;3;6;4;1;7;6;2;7;6;5;5;4;6;7;7;1;7;7;5;6;2;3;8;0;2;6;2;3;5;4;5;6;3;De temps en temps;Pas tout … fait autant;Pas du tout;Autant que par le pass‚;Assez souvent;La plupart du temps;Habituellement;Parfois;Jamais;Il se peut que je n?y fasse pas autant attention;Jamais;Plut“t moins qu?avant;Jamais;Souvent;"Diminution de la motivation car nous ne faisons plus de social avant et aprŠs les cours et durant les pauses
- Difficult‚ … maintenir une routine saine (cela est toutefois davantage attribuable au fait que je fais du t‚l‚travail et que je n'ai aucune rencontre en pr‚sentiel, ce n'est pas seulement reli‚ au changement de mode d'enseignement)
- Augmentation de la s‚dentarit‚ (plus … marcher pour aller … mes cours; toutefois, aussi attribuable au fait de faire du t‚l‚travail de fa‡on plus g‚n‚rale)
- Augmentation des distractions lors des cours et tendance … moins ‚couter ceux-ci (possibilit‚ de faire du lavage et d'autres choses distrayantes)
- Augmentation des temps libres (‚tant donn‚ que je n'ai pas … me d‚placer)";4;2;1;3;2;2;Mon niveau de procrastination est demeur‚ le mˆme que lors des enseignements en pr‚sentiel.
24;F‚minin;F‚minin;;Blanc-Caucasien;;Universit‚ du Qu‚bec … Trois-RiviŠres;;TroisiŠme cycle (Doctorat);Temps plein;Sciences humaines/sociales;;ComplŠtement … distance (en ligne);Je n'ai pas d'emploi;C‚libataire;Non;;Non;;;Oui;J'ai de la difficult‚ … g‚rer mon temps.;2;3;2;3;2;3;2;2;3;2;2;5;4;5;5;4;5;5;3;4;3;2;3;3;3;4;3;4;4;2;4;4;3;5;5;5;3;3;3;5;5;6;5;4;3;4;3;4;4;2;2;3;3;6;5;6;8;6;0;8;7;2;6;5;7;7;5;0;8;7;2;6;6;2;8;3;2;7;6;3;6;4;6;6;6;TrŠs souvent;Un peu seulement;Oui, mais ce n?est pas trop grave;Pas tout … fait autant maintenant;TrŠs souvent;Parfois;Pas souvent;TrŠs souvent;Parfois;Il se peut que je n?y fasse pas autant attention;Assez;Bien moins qu?avant;Pas trŠs souvent;Parfois;L'isolement, je viens d'emm‚nager dans une nouvelle ville pour mes ‚tudes et je ne connais personne. ;4;3;3;2;2;2;Mon niveau de procrastination est demeur‚ le mˆme que lors des enseignements en pr‚sentiel.
25;F‚minin;F‚minin;;Blanc-Caucasien;;Universit‚ du Qu‚bec … Trois-RiviŠres;;DeuxiŠme cycle (MaŒtrise ou DESS);Temps plein;Sciences sant‚s;;ComplŠtement … distance (en ligne);0-5 heures;C‚libataire;Non;;Oui;TDA/H;;Oui;J'ai de la difficult‚ … g‚rer mon temps., J'ai de la difficult‚ … rester concentr‚ pendant une p‚riode assez longue (au moins 1 heure) pendant mes p‚riodes d'‚tudes., J'ai tendance … procrastiner (remettre … plus tard ce que je dois faire).;2;3;4;4;4;5;2;2;2;1;2;5;5;5;5;5;5;5;5;5;5;4;5;3;4;4;2;3;4;5;5;5;4;3;2;2;4;2;3;5;5;5;5;3;3;2;3;4;4;3;4;4;4;6;4;5;7;3;2;8;3;0;7;6;6;7;3;0;7;5;0;7;5;3;8;1;0;6;4;1;5;5;6;7;7;De temps en temps;Un peu seulement;Un peu, mais cela ne m?inquiŠte pas;Autant que par le pass‚;TrŠs souvent;La plupart du temps;Habituellement;Parfois;Jamais;J?y prˆte autant d?attention que par le pass‚;Pas beaucoup;Plut“t moins qu?avant;Pas trŠs souvent;Souvent;Pour la principale difficult‚ est de s‚parer mes ‚tudes de ma vie personnelle. Avant je passais beaucoup de temps … ‚tudier … l?‚cole et je quand je revenais chez moi je pouvais relaxer. Il y a aussi l?aspect social qui est perdu et qui me rend triste. ;5;4;3;1;1;1;Mon niveau de procrastination s'est empir‚ quelque peu, je m'y prends plus … la derniŠre minute.
22;F‚minin;F‚minin;;Blanc-Caucasien;;Universit‚ du Qu‚bec … Trois-RiviŠres;;Premier cycle (Baccalaur‚at, Certificat);Temps plein;Sciences gestion/administratives;;ComplŠtement … distance (en ligne);11-15 heures;C‚libataire;Non;;Oui;TDA/H;;Oui;J'ai de la difficult‚ … g‚rer mon temps., J'ai de la difficult‚ … bien pr‚parer mes examens., J'ai de la difficult‚ … rester concentr‚ pendant une p‚riode assez longue (au moins 1 heure) pendant mes p‚riodes d'‚tudes., J'ai tendance … procrastiner (remettre … plus tard ce que je dois faire).;4;4;5;4;3;5;5;2;3;2;2;4;4;4;3;2;2;3;5;3;4;2;2;1;3;1;2;1;1;1;3;4;3;5;4;4;3;2;1;3;3;4;4;3;3;2;4;4;3;2;3;2;3;5;3;2;5;7;5;8;0;4;5;1;5;7;2;3;8;3;5;5;3;6;6;3;3;7;1;1;3;3;3;3;3;La plupart du temps;Pas tout … fait autant;Oui, mais ce n?est pas trop grave;Autant que par le pass‚;TrŠs souvent;La plupart du temps;Habituellement;Presque toujours;Parfois;Je n?y accorde pas autant d?attention que je le devrais;Pas beaucoup;Bien moins qu?avant;Pas trŠs souvent;Souvent;Pas de vie sociale, de vie ‚tudiante, beaucoup moins de concentration, l'impression de somnoler toute la journ‚e vu qu'on bouge moins;5;5;4;2;3;4;Mon niveau de procrastination s'est empir‚ quelque peu, je m'y prends plus … la derniŠre minute.
20;F‚minin;F‚minin;;Blanc-Caucasien;;Universit‚ du Qu‚bec … Trois-RiviŠres;;Premier cycle (Baccalaur‚at, Certificat);Temps plein;Sciences humaines/sociales;;ComplŠtement … distance (en ligne);16-20 heures;C‚libataire;Non;;Non;;;Oui;J'ai de la difficult‚ … g‚rer mon temps., J'ai de la difficult‚ … bien pr‚parer mes examens., J'ai de la difficult‚ … rester concentr‚ pendant une p‚riode assez longue (au moins 1 heure) pendant mes p‚riodes d'‚tudes., J'ai de la difficult‚ … m'adapter au retour aux ‚tudes., J'ai tendance … procrastiner (remettre … plus tard ce que je dois faire).;2;4;5;5;5;3;3;5;3;1;1;5;5;5;4;4;5;3;5;5;4;5;5;5;4;4;3;3;4;3;3;2;2;3;2;3;4;2;4;3;3;5;4;3;1;2;2;1;3;2;2;1;3;4;2;5;8;5;2;7;7;2;4;5;3;7;8;2;8;7;1;5;1;5;7;4;2;7;4;2;2;4;3;2;2;TrŠs souvent;Tout … fait autant;Pas du tout;Autant que par le pass‚;Assez souvent;Parfois;Pas souvent;Pas du tout;Parfois;Je n?y accorde pas autant d?attention que je le devrais;Jamais;Bien moins qu?avant;Assez souvent;Souvent;Le principal changement est ma vie sociale. J?en suis … ma premiŠre session d?universit‚ et il est difficile de se faire des amis dans le programme alors que tout est en ligne. ;1;3;2;2;1;4;Mon niveau de procrastination s'est empir‚ quelque peu, je m'y prends plus … la derniŠre minute.
